iter	Passed	Remaining
1439	38908	1621
1440	38942	1594
1441	38984	1568
1442	39044	1542
1443	39112	1516
1444	39150	1490
1445	39176	1463
1446	39204	1435
1447	39227	1408
1448	39261	1381
1449	39291	1354
1450	39322	1327
1451	39351	1300
1452	39379	1273
1453	39404	1246
1454	39426	1219
1455	39450	1192
1456	39473	1164
1457	39498	1137
1458	39522	1110
1459	39544	1083
1460	39573	1056
1461	39603	1029
1462	39631	1002
1463	39656	975
1464	39677	947
1465	39704	920
1466	39727	893
1467	39754	866
1468	39785	839
1469	39814	812
1470	39859	785
1471	39896	758
1472	39930	731
1473	39970	705
1474	40004	678
1475	40044	651
1476	40081	624
1477	40116	597
1478	40152	570
1479	40220	543
1480	40269	516
1481	40303	489
1482	40331	462
1483	40358	435
1484	40383	407
1485	40412	380
1486	40443	353
1487	40469	326
1488	40498	299
1489	40526	271
1490	40553	244
1491	40579	217
1492	40604	190
1493	40630	163
1494	40663	135
1495	40689	108
1496	40714	81
1497	40743	54
1498	40766	27
1499	40787	0
